idx,title,paragraph,prediction,error
269,"5-Chloro-N-(2,4-dimethoxybenzyl)-2,4-difluoro-N-1,3,4-thiadiazol-2-ylbenzenesulfonamide","N-(2,4-Dimethoxybenzyl)-1,3,4-thiadiazol-2-amine (Preparation 19, 203.4 g, 0.809 mol) was dissolved in 2-methyltetrahydrofuran (1.63 L) and the yellow suspension cooled to between −38° C. and −45° C. Lithium bis(trimethylsilyl)amide (890 mL of 1M solution in tetrahydrofuran, 0.890 mol) was added slowly over 15 minutes keeping the temperature between −38° C. and −45° C. to give an orange suspension. This orange suspension was stirred at −38° C. to −45° C. for 45 minutes and then a solution of 5-chloro-2,4-difluorobenzenesulfonyl chloride, (200 g, 0.809 mol) in 2-methyltetrahydrofuran (407 mL) added slowly over 20 minutes keeping the temperature between −38° C. and −45° C. The mixture was warmed to 15° C. over 1 hour. The reaction was quenched with a solution of ammonium chloride (203.4 g, 3.80 mol) in water (1.02 L) and stirred vigorously for 5 minutes. The layers were separated and the organic layer washed with water (813.6 mL) and concentrated in vacuo to give an orange solid which was triturated with isopropyl acetate (1.22 L) to afford the title compound as a yellow-orange solid (218.6 g, 58%).","{""Reactants, Solvents, Catalysts"": {""A"": ""N-(2,4-dimethoxybenzyl)-1,3,4-thiadiazol-2-amine"", ""B"": ""2-methyltetrahydrofuran"", ""C"": ""lithium bis(trimethylsilyl)amide"", ""D"": ""5-chloro-2,4-difluorobenzenesulfonyl chloride"", ""E"": ""ammonium chloride"", ""F"": ""water"", ""G"": ""isopropyl acetate""}, ""Products"": {""H"": ""5-chloro-N-(2,4-dimethoxybenzyl)-2,4-difluoro-N-1,3,4-thiadiazol-2-ylbenzenesulfonamide""}, ""Reaction Steps"": {""1 (Reaction, Dissolve)"": ""A+B->mixture1"", ""2 (Reaction, Cool)"": ""mixture1->mixture2"", ""3 (Reaction, Add)"": ""mixture2+C->mixture3"", ""4 (Reaction, Stir)"": ""mixture3->mixture4"", ""5 (Reaction, Add)"": ""mixture4+D+B->mixture5"", ""6 (Reaction, Warm)"": ""mixture5->mixture6"", ""7 (Work-up, Quench)"": ""mixture6+E+F->mixture7"", ""8 (Work-up, Separate layers)"": ""mixture7->mixture8"", ""9 (Work-up, Wash)"": ""mixture8+F->mixture9"", ""10 (Work-up, Concentrate)"": ""mixture9->mixture10"", ""11 (Work-up, Triturate)"": ""mixture10+G->H""}}",
270,"2-fluoro-6-nitro-N-(3-(2,2,2-trifluoroethyl)phenyl)benzamide","Under nitrogen, to 2-fluoro-6-nitrobenzamide (921 mg, 5.00 mmol, 1.00 equiv) in dioxane (5.0 mL) at 23° C. was added palladium acetate (225 mg, 1.00 mmol, 0.200 equiv), Xantphos (868 mg, 1.50 mmol, 0.300 equiv), cesium carbonate (2.28 g, 7.00 mmol, 1.40 equiv), and 1-bromo-3-(2,2,2-trifluoroethyl)benzene (1.31 g, 5.50 mmol, 1.10 equiv). After stirring for 16 hr at 100° C., the reaction mixture was concentrated in vacuo and the residue was purified by column chromatography eluting with EtOAc/hexanes to afford 860 mg of the title compound (50% yield).","{""Reactants, Solvents, Catalysts"": {""A"": ""2-fluoro-6-nitrobenzamide"", ""B"": ""dioxane"", ""C"": ""palladium acetate"", ""D"": ""Xantphos"", ""E"": ""cesium carbonate"", ""F"": ""1-bromo-3-(2,2,2-trifluoroethyl)benzene"", ""G"": ""ethyl acetate"", ""H"": ""hexanes""}, ""Products"": {""I"": ""2-fluoro-6-nitro-N-(3-(2,2,2-trifluoroethyl)phenyl)benzamide""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C+D+E+F->mixture1"", ""2 (Reaction, Stir and Heat)"": ""mixture1->mixture2"", ""3 (Work-up, Concentrate)"": ""mixture2->mixture3"", ""4 (Work-up, Purify)"": ""mixture3+G+H->I""}}",
271,[2-(4-tert-butoxycarbonylamino-piperidin-1-yl)-5-chloro-4-(4-cyano-3-fluoro-phenyl)-6-oxo-6H-pyrimidin-1-yl]-acetic acid methyl ester,"A mixture of [2-(4-tert-butoxycarbonylamino-piperidin-1-yl)-4,5-dichloro-6-oxo-6H-pyrimidin-1-yl]-acetic acid methyl ester (5.76 g, 13.2 mmol), 4-cyano-3-fluoro benzeneboronic acid (2.24 g, 16.1 mmol), Pd(PPh3)4 (306 mmol, 0.26 mmol) and Na2CO3 (2.8 g, 26.5 mmol) in DMF:H2O (50 mL:10 mL) was stirred at 65° C. overnight under nitrogen atmosphere. The reaction mixture was concentrated, and the residue was purified by silica chromatography (1:20 to 1:0, EA:PE) to give 2.4 g of the title product (43%). 1H NMR (400 MHz, CDCl3): δ 1.27-1.37 (m, 2H), 1.45 (s, 9H), 1.99-2.02 (m, 2H), 2.99-3.06 (m, 2H), 3.68-3.76 (m, 1H), 3.78 (s, 3H), 4.42-4.52 (m, 3H), 4.90 (s, 2H), 7.63-7.66 (m, 1H), 7.67-7.71 (m, 2H). [M+H] Calc'd for C24H27ClFN5O5, 520. Found, 520.","{""Reactants, Solvents, Catalysts"": {""A"": ""[2-(4-tert-butoxycarbonylamino-piperidin-1-yl)-4,5-dichloro-6-oxo-6H-pyrimidin-1-yl]-acetic acid methyl ester"", ""B"": ""4-cyano-3-fluoro benzeneboronic acid"", ""C"": ""palladium tetrakis(triphenylphosphine)"", ""D"": ""sodium carbonate"", ""E"": ""N,N-dimethylformamide"", ""F"": ""water""}, ""Products"": {""G"": ""[2-(4-tert-butoxycarbonylamino-piperidin-1-yl)-5-chloro-4-(4-cyano-3-fluoro-phenyl)-6-oxo-6H-pyrimidin-1-yl]-acetic acid methyl ester""}, ""Reaction Steps"": {""1 (Reaction, Stir)"": ""A+B+C+D+E+F->mixture1"", ""2 (Work-up, Concentrate)"": ""mixture1->mixture2"", ""3 (Work-up, Purify)"": ""mixture2->G""}}",
272,Compound 3: 4-(4-fluoro-2-methyl-1H-indol-5-yloxy)-6-methoxyquinazolin-7-ol,"4-(4-fluoro-2-methyl-1H-indol-5-yloxy)-7-(benzyloxy)-6-methoxyquinazoline (Compound 2, 0.46 g, 1.1 mmol) was dissolved in N,N-dimethylformamide (10 mL). Palladium hydroxide catalyst (250 mg, 10% on carbon) was added, followed by ammonium formate (0.67 g, 10.6 mmol). The reaction solution was stirred for 2 hours at room temperature. The catalyst was filtered through a CELITE pad, then the solution was evaporated, then dried in high vacuum overnight to generate Compound 3 as a brown solid (0.36 g, 100%) m/z: 340 (M+H, 100%) (positive ionization mode).","{""Reactants, Solvents, Catalysts"": {""A"": ""4-(4-fluoro-2-methyl-1H-indol-5-yloxy)-7-(benzyloxy)-6-methoxyquinazoline"", ""B"": ""N,N-dimethylformamide"", ""C"": ""palladium hydroxide catalyst"", ""D"": ""ammonium formate""}, ""Products"": {""E"": ""4-(4-fluoro-2-methyl-1H-indol-5-yloxy)-6-methoxyquinazolin-7-ol""}, ""Reaction Steps"": {""1 (Reaction, Dissolve)"": ""A+B->mixture1"", ""2 (Reaction, Add)"": ""mixture1+C+D->mixture2"", ""3 (Reaction, Stir)"": ""mixture2->mixture3"", ""4 (Work-up, Filter)"": ""mixture3->mixture4"", ""5 (Work-up, Evaporate)"": ""mixture4->mixture5"", ""6 (Work-up, Dry)"": ""mixture5->E""}}",
273,"3,5-dibromo-6H-anthra[1,9-cd]isoxazol-6-one","3,5-dibromo-6H-anthra[1,9-cd]isoxazol-6-one (1)—Sodium nitrite (993 mg, 14.4 mmol) was added with stirring to conc. H2SO4 (25 mL) at 30-40° C. over 10 min then stirred for an additional 30 min. Next 1-amino-2,4-dibromoanthraquinone (5.0 g, 13.1 mmol) was added over 15 min and the mixture was stirred overnight (16 h) at 50-55° C. The heated solution was poured directly over ice and the resulting yellow precipitate was filtered, washed with cold water, and a 1:1 mixture of ethanol-ether. The moist anthraquinonediazonium hydrogensulfate was added to a solution of NaN3 (1.37 g, 21.0 mmol) in water (25 mL) and stirred overnight (16 h). The light orange solid was filtered off and washed with water followed by a 9:1 mixture of acetone-water. The moist azide was suspended in toluene (40 mL) and heated to 70° C. with stirring. Water and acetone were slowly distilled (using a Dean-Stark apparatus) over a 12 h period. The yellow-orange crystals were filtered and washed with methanol to give 3.78 g (76%) of 3,5-dibromo-6H-anthra[1,9-cd]isoxazol-6-one. 1H NMR (500 MHz, CDCl3) δ 8.44 (d, J=7.8 Hz, 1H), 8.07 (d, J=7.4 Hz, 1H), 7.97 (s, 1H), 7.80 (t, J=7.0 Hz, 1H), 7.71 (t, J=7.4 Hz, 1H). Reference: Sutter, P; Weis, C. D. J. Heterocyclic Chem. 1982, 19, 997-1011.","{""Reactants, Solvents, Catalysts"": {""A"": ""sodium nitrite"", ""B"": ""concentrated sulfuric acid"", ""C"": ""1-amino-2,4-dibromoanthraquinone"", ""D"": ""water"", ""E"": ""sodium azide"", ""F"": ""ethanol"", ""G"": ""ether"", ""H"": ""acetone"", ""I"": ""toluene"", ""J"": ""methanol""}, ""Products"": {""K"": ""3,5-dibromo-6H-anthra[1,9-cd]isoxazol-6-one""}, ""Reaction Steps"": {""1 (Reaction, Add and Stir)"": ""A+B->mixture1"", ""2 (Reaction, Add and Stir)"": ""mixture1+C->mixture2"", ""3 (Work-up, Pour and Filter)"": ""mixture2+D+F+G->mixture3"", ""4 (Reaction, Add and Stir)"": ""mixture3+E+D->mixture4"", ""5 (Work-up, Filter and Wash)"": ""mixture4+D+H->mixture5"", ""6 (Reaction, Heat and Distill)"": ""mixture5+I->mixture6"", ""7 (Work-up, Filter and Wash)"": ""mixture6+J->K""}}",
274,methyl[3-benzyloxy-5-hydroxyphenyl]acetate,"A solution of methyl[3,5-dihydroxyphenyl]acetate (2.1 g, 11.5 mmol) in acetone (100 mL) was treated with potassium carbonate (2.4 g, 17.4 mmol), potassium iodide (0.38 g, 2.31 mmol) and benzyl bromide (1.5 mL, 12.7 mmol), and the mixture was stirred at room temperature overnight. The reaction was diluted with water, and was extracted with dichloromethane (×3). Combined organic extracts were dried over sodium sulfate and evaporated in vacuo. The crude material was purified on a Biotage™ 40 M column (silica), eluting with 40% ethyl acetate/hexane, to give methyl[3-benzyloxy-5-hydroxyphenyl]acetate (1.0 g, 33%). 1H NMR (400 MHz, CDCl3): δ 7.32-7.42 (m, 5H), 6.48 (d, J=1.4 Hz, 1H), 6.38-6.39 (m, 2H), 4.99 (s, 2H), 3.69 (s, 3H), 3.53 (s, 2H).","{""Reactants, Solvents, Catalysts"": {""A"": ""methyl[3,5-dihydroxyphenyl]acetate"", ""B"": ""acetone"", ""C"": ""potassium carbonate"", ""D"": ""potassium iodide"", ""E"": ""benzyl bromide"", ""F"": ""water"", ""G"": ""dichloromethane"", ""H"": ""sodium sulfate"", ""I"": ""ethyl acetate"", ""J"": ""hexane""}, ""Products"": {""K"": ""methyl[3-benzyloxy-5-hydroxyphenyl]acetate""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C+D+E->mixture1"", ""2 (Reaction, Stir)"": ""mixture1->mixture2"", ""3 (Work-up, Dilute)"": ""mixture2+F->mixture3"", ""4 (Work-up, Extract)"": ""mixture3+G->mixture4"", ""5 (Work-up, Dry)"": ""mixture4+H->mixture5"", ""6 (Work-up, Evaporate)"": ""mixture5->mixture6"", ""7 (Work-up, Purify)"": ""mixture6+I+J->K""}}",
275,7-(2-Aminomethylphenylacetamido)-3-(1-carboxymethyltetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic Acid (III),"The aqueous filtrate from the above nucleophilic displacement with disodium salt of 1-carboxymethyl-5-mercaptotetrazole on 4.4 g. of 7-(2-azidomethylphenylacetamido)-3-acetoxymethyl-3-cephem-4-carboxylic acid in 100 ml. of water (or an aqueous solution of II that was adjusted to pH 7 with sodium bicarbonate) was placed in a hydrogenating bottle along with 4 g. of Raney nickel (washed until neutral with water) and shaken for one-half hour at room temperature and 50 psi of hydrogen (Paar hydrogenator). After the catalyst was filtered off, 50 ml. of ethyl acetate was added. The two-layer solution was cooled to 0° C. and then adjusted to pH 2.4 to 3 with 6N hydrochloric acid. The crude 7-(2-aminomethylphenylacetamido)-3-(1-carboxymethyltetrazol-5-ylthiomethyl-3-cephem-4-carboxylic acid that was suspended in the two layer solution was collected by filtration, washed once with 30 ml. of water and once with 30 ml. of ethyl acetate and was dried in vacuum to constant weight. The yield was 3.3 g. or 63.6% of theoretical (estimated by 1c to be 95% pure). A sample was purified and was found to be identical in every way to an authentic sample.","{""Reactants, Solvents, Catalysts"": {""A"": ""disodium salt of 1-carboxymethyl-5-mercaptotetrazole"", ""B"": ""7-(2-azidomethylphenylacetamido)-3-acetoxymethyl-3-cephem-4-carboxylic acid"", ""C"": ""water"", ""D"": ""sodium bicarbonate"", ""E"": ""Raney nickel"", ""F"": ""hydrogen"", ""G"": ""ethyl acetate"", ""H"": ""hydrochloric acid""}, ""Products"": {""I"": ""7-(2-aminomethylphenylacetamido)-3-(1-carboxymethyltetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic acid""}, ""Reaction Steps"": {""1 (Reaction, Mix)"": ""A+B+C->mixture1"", ""2 (Reaction, Adjust pH)"": ""mixture1+D->mixture2"", ""3 (Reaction, Add Catalyst and Hydrogenate)"": ""mixture2+E+F->mixture3"", ""4 (Work-up, Filter)"": ""mixture3->mixture4"", ""5 (Work-up, Add)"": ""mixture4+G->mixture5"", ""6 (Work-up, Cool)"": ""mixture5->mixture6"", ""7 (Work-up, Adjust pH)"": ""mixture6+H->mixture7"", ""8 (Work-up, Collect Solid)"": ""mixture7->mixture8"", ""9 (Work-up, Wash)"": ""mixture8+C+G->mixture9"", ""10 (Work-up, Dry)"": ""mixture9->I""}}",
276,3-Allyl-3-methyl-pent-4-en-2-ol,"In an analogous manner to that of Example 7, 27.6 g (0.2 moles) 3-allyl-3-methyl-pent-4-en-2-one (according to Example 3) are reduced with 2.2 g (0.058 moles) LiAlH4.","{""Reactants, Solvents, Catalysts"": {""A"": ""3-allyl-3-methyl-pent-4-en-2-one"", ""B"": ""lithium aluminium hydride""}, ""Products"": {}, ""Reaction Steps"": {""1 (Reaction, Reduce)"": ""A+B->mixture1""}}",
277,3-amino-3-difluoromethyl-2-piperidone,"To a solution of methyl-2-difluoromethyl-2,5-diaminopentanoate-dihydrochloride (2.7 g) in dry methanol (30 ml) is added under nitrogen 2 equivalents of sodium methylate in methanol (0.46 g of sodium in 20 ml of methanol). The reaction mixture is stirred for 3 hours at room temperature then the solvent is evaporated under reduced pressure. The residue is extracted with ether to yield crude 3-amino-3-difluoromethyl-2-piperidone which is purified either by crystallization from CHCl3 /pentane: (m.p.: 149° C.) or by distillation (b.p. 135° C./0.05 mmHg).","{""Reactants, Solvents, Catalysts"": {""A"": ""methyl 2-difluoromethyl-2,5-diaminopentanoate dihydrochloride"", ""B"": ""methanol"", ""C"": ""sodium methylate"", ""D"": ""ether"", ""E"": ""chloroform"", ""F"": ""pentane""}, ""Products"": {""G"": ""3-amino-3-difluoromethyl-2-piperidone""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C->mixture1"", ""2 (Reaction, Stir)"": ""mixture1->mixture2"", ""3 (Work-up, Evaporate)"": ""mixture2->mixture3"", ""4 (Work-up, Extract)"": ""mixture3+D->mixture4"", ""5 (Work-up, Purify by crystallization)"": ""mixture4+E+F->G"", ""6 (Work-up, Purify by distillation)"": ""mixture4->G""}}",
278,"4-Chloro-6-methyl-1H-pyrazolo[3,4-b]pyridine-5-carboxylic acid ethyl ester","A mixture of 10.0 g (37.4 mM) of 4-chloro-1-ethyl-6-methyl-1H-pyrazolo[3,4-b]pyridine-5-carboxylic acid ethyl ester, prepared according to Examples 1b. and 1c. from 5-amino-1-ethylpyrazole in place of 5-amino-1-pentylpyrazole, and 7.65 g (43.0 mM) of N-bromosuccinimide in 75 ml of carbon tetrachloride was illuminated with a sunlamp and stirred under N2 at gentle reflux for 2 hours. The cooled reaction mixture was filtered and the filtrate concentrated to leave an orange residue which was dissolved in 50 ml of THF. 35 ml of saturated aqueous sodium carbonate were added, and the mixture was stirred vigorously at room temperature for 18 hours and then diluted with water and extracted with ethyl acetate. The combined extracts were dried with MgSO4, filtered and concentrated to leave a white solid which was chromatographed over silica gel using the solvent system of ethyl acetate:hexane (1:3) as the eluant. The fractions containing the desired product were combined and concentrated to leave a white solid. Recrystallization of the solid from toluene/hexane gave 4.88 g of the desired ester as white needles, mp=156°-157.5° C.; tlc, Rf =0.2, silica gel, ethyl acetate:hexane (1:3).","{""Reactants, Solvents, Catalysts"": {""A"": ""4-chloro-1-ethyl-6-methyl-1H-pyrazolo[3,4-b]pyridine-5-carboxylic acid ethyl ester"", ""B"": ""N-bromosuccinimide"", ""C"": ""carbon tetrachloride"", ""D"": ""tetrahydrofuran"", ""E"": ""saturated aqueous sodium carbonate"", ""F"": ""water"", ""G"": ""ethyl acetate"", ""H"": ""magnesium sulfate"", ""I"": ""silica gel"", ""J"": ""hexane"", ""K"": ""toluene""}, ""Products"": {""L"": ""4-chloro-6-methyl-1H-pyrazolo[3,4-b]pyridine-5-carboxylic acid ethyl ester""}, ""Reaction Steps"": {""1 (Reaction, Irradiate and Heat)"": ""A+B+C->mixture1"", ""2 (Work-up, Cool and Filter)"": ""mixture1->mixture2"", ""3 (Work-up, Concentrate)"": ""mixture2->mixture3"", ""4 (Work-up, Dissolve)"": ""mixture3+D->mixture4"", ""5 (Work-up, Add and Stir)"": ""mixture4+E->mixture5"", ""6 (Work-up, Dilute and Extract)"": ""mixture5+F+G->mixture6"", ""7 (Work-up, Dry and Filter)"": ""mixture6+H->mixture7"", ""8 (Work-up, Concentrate)"": ""mixture7->mixture8"", ""9 (Work-up, Chromatograph)"": ""mixture8+I+G+J->mixture9"", ""10 (Work-up, Concentrate)"": ""mixture9->mixture10"", ""11 (Work-up, Recrystallize)"": ""mixture10+K+J->L""}}",
279,"A. N-Isobutyl-2-[2-benzyloxy-4-(1,1-dimethylheptyl)phenyl]piperidine","A mixture of 2.32 g (5 mmoles) of N-isobutyl-2-[2-benzyloxy-4-(1,1-dimethylheptyl)phenyl]-4-piperidone, 10.2 ml hydrazine hydrate and 20 ml ethylene glycol is heated at 100° C. for one hour. The mixture is cooled to 60° C, and 4.05 g (72.3 mmoles) solid potassium hydroxide is added. After heating at 200° C. for two hours, the reaction mixture is cooled and added to 500 ml 1N hydrochloric acid and 300 ml ethyl ether. The ether layer is separated, washed with brine, sodium bicarbonate solution, dried over magnesium sulfate and the solvent evaporated at reduced pressure. The crude product is purified, if desired, by column chromatography on silica gel.","{""Reactants, Solvents, Catalysts"": {""A"": ""N-isobutyl-2-[2-benzyloxy-4-(1,1-dimethylheptyl)phenyl]-4-piperidone"", ""B"": ""hydrazine hydrate"", ""C"": ""ethylene glycol"", ""D"": ""potassium hydroxide"", ""E"": ""hydrochloric acid"", ""F"": ""ethyl ether"", ""G"": ""brine"", ""H"": ""sodium bicarbonate solution"", ""I"": ""magnesium sulfate""}, ""Products"": {}, ""Reaction Steps"": {""1 (Reaction, Heat)"": ""A+B+C->mixture1"", ""2 (Work-up, Cool)"": ""mixture1->mixture2"", ""3 (Reaction, Add)"": ""mixture2+D->mixture3"", ""4 (Reaction, Heat)"": ""mixture3->mixture4"", ""5 (Work-up, Cool and Add)"": ""mixture4+E+F->mixture5"", ""6 (Work-up, Separate)"": ""mixture5->mixture6"", ""7 (Work-up, Wash)"": ""mixture6+G+H->mixture7"", ""8 (Work-up, Dry)"": ""mixture7+I->mixture8"", ""9 (Work-up, Evaporate)"": ""mixture8->mixture9"", ""10 (Work-up, Purify)"": ""mixture9->mixture10""}}",
280,"2-Benzyloxy-1-bromo-4-(1,1-dimethylheptyl)benzene","To a -78° C. solution of 42.6 g. (0.134 mole) of 1-benzyloxy-3-(1,1-dimethylheptyl)benzene and 12.2 g. (0.200 mole) to t-butylamine in 300 ml. of dichloromethane is added a solution of 27.2 g. (0.151 mole), bromine in 100 ml. of dichloromethane. The reaction mixture is then allowed to warm to 25° C. and added to 500 ml. saturated sodium sulfite and 500 ml. ether. The organic extract is washed with two 500 ml. portions of saturated sodium bicarbonate, dried over magnesium sulfate and evaporated to an oil. The crude product is purified via column chromatography on 500 g. of silica gel eluted with 10% ether-hexane to give 41.9 g. (80%) of the title compound as an oil.","{""Reactants, Solvents, Catalysts"": {""A"": ""1-benzyloxy-3-(1,1-dimethylheptyl)benzene"", ""B"": ""t-butylamine"", ""C"": ""dichloromethane"", ""D"": ""bromine"", ""E"": ""sodium sulfite"", ""F"": ""ether"", ""G"": ""sodium bicarbonate"", ""H"": ""magnesium sulfate"", ""I"": ""silica gel"", ""J"": ""hexane""}, ""Products"": {""K"": ""2-benzyloxy-1-bromo-4-(1,1-dimethylheptyl)benzene""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C+D->mixture1"", ""2 (Reaction, Warm)"": ""mixture1->mixture2"", ""3 (Work-up, Quench and Extract)"": ""mixture2+E+F->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+G->mixture4"", ""5 (Work-up, Dry)"": ""mixture4+H->mixture5"", ""6 (Work-up, Evaporate)"": ""mixture5->mixture6"", ""7 (Work-up, Purify)"": ""mixture6+I+J->K""}}",
281,"α-[(1-Oxo-3,3-diphenylpropyl)amino]benzenepropionic acid","To a magnetically stirred suspension of 5.00 g (22.1 mmol) of diphenylpropionic acid in 25 ml of dry dichloromethane under nitrogen was added 2.12 ml (24.3 mmol) of oxalyl chloride followed by two drops of dimethylformamide. After stirring for one hour, the solution was rotary evaporated and the residue placed under high vacuum to further remove any remaining volatiles. The resulting yellow oil was added to a solution of 3.65 g (22.1 mmol) of racemic phenylalanine in 50 ml of saturated aqueous sodium bicarbonate and 10 ml of tetrahydrofuran. The mixture was allowed to stir for three hours while maintaining the pH at 8. The mixture was then acidified to pH 2 with concentrated hydrochloric acid and partitioned between ethyl acetate and water. The ethyl acetate layer was washed with 10% aqueous hydrochloric acid, water, brine, dried over magnesium sulfate, filtered and rotary evaporated. Recrystallization of the residue from toluene gave 4.60 g of the title compound as an off-white solid, melting point 138°-140° C.","{""Reactants, Solvents, Catalysts"": {""A"": ""diphenylpropionic acid"", ""B"": ""dichloromethane"", ""C"": ""oxalyl chloride"", ""D"": ""dimethylformamide"", ""E"": ""racemic phenylalanine"", ""F"": ""sodium bicarbonate"", ""G"": ""tetrahydrofuran"", ""H"": ""hydrochloric acid"", ""I"": ""ethyl acetate"", ""J"": ""water"", ""K"": ""magnesium sulfate"", ""L"": ""toluene""}, ""Products"": {""M"": ""α-[(1-oxo-3,3-diphenylpropyl)amino]benzenepropionic acid""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C+D->mixture1"", ""2 (Work-up, Evaporate)"": ""mixture1->mixture2"", ""3 (Reaction, Add)"": ""mixture2+E+F+G->mixture3"", ""4 (Reaction, Stir and Maintain pH)"": ""mixture3->mixture4"", ""5 (Work-up, Acidify and Partition)"": ""mixture4+H+I+J->mixture5"", ""6 (Work-up, Wash)"": ""mixture5+H+J+brine->mixture6"", ""7 (Work-up, Dry and Filter)"": ""mixture6+K->mixture7"", ""8 (Work-up, Evaporate)"": ""mixture7->mixture8"", ""9 (Work-up, Crystallize)"": ""mixture8+L->M""}}",
